,id,id_gov_de,administrative_area_level,administrative_area_level_2,administrative_area_level_3,latitude_x,longitude_x,population,key_numeric,latitude_y,longitude_y
273,32bb9634,16070,3,Thüringen,LK Ilm-Kreis,,,,16070,50.7379337622,10.9663574908
274,5bca53fa,16065,3,Thüringen,LK Kyffhäuserkreis,,,,16065,51.3247630758,10.9848331992
275,35d6522d,16074,3,Thüringen,LK Saale-Holzland-Kreis,,,,16074,50.904172137,11.7315307817
276,e9ee5183,16056,3,Thüringen,SK Eisenach,,,,16056,50.9896760625,10.3001023192
277,70e70039,16055,3,Thüringen,SK Weimar,,,,16055,50.9783471684,11.3178722759
278,32669597,9671,3,Bayern,LK Aschaffenburg,,,,9671,50.0080931044,9.23803745665
279,aaadae1a,9772,3,Bayern,LK Augsburg,,,,9772,48.3542871832,10.7320845344
280,d927e23e,9173,3,Bayern,LK Bad Tölz-Wolfratshausen,,,,9173,47.7274771535,11.4831153973
281,31e241f9,9471,3,Bayern,LK Bamberg,,,,9471,49.893428617,10.8836637829
282,356f3d4b,9271,3,Bayern,LK Deggendorf,,,,9271,48.7787021164,13.0007258015
283,420c6118,9674,3,Bayern,LK Haßberge,,,,9674,50.0628789327,10.6069788351
284,368f85e0,9475,3,Bayern,LK Hof,,,,9475,50.2732120456,11.8191928507
285,4bba2d33,9678,3,Bayern,LK Schweinfurt,,,,9678,50.016881784,10.2599503138
286,4a784704,9778,3,Bayern,LK Unterallgäu,,,,9778,48.0398130352,10.3892327572
287,d9438efb,9577,3,Bayern,LK Weißenburg-Gunzenhausen,,,,9577,49.0326858351,10.8936591358
288,b3b69f5b,9762,3,Bayern,SK Kaufbeuren,,,,9762,47.8799285987,10.6160967463
289,b4bf3787,9362,3,Bayern,SK Regensburg,,,,9362,49.0130808954,12.1137308794
290,c27a6d26,9263,3,Bayern,SK Straubing,,,,9263,48.8807544792,12.5734748714
291,61e102cd,12052,3,Brandenburg,SK Cottbus,,,,12052,51.7726930018,14.3662188537
292,35ab32fa,6440,3,Hessen,LK Wetteraukreis,,,,6440,50.3547764783,8.90765705912
293,3c5f2247,6611,3,Hessen,SK Kassel,,,,6611,51.3114548137,9.46020305009
294,4d4934d8,13004,3,Mecklenburg-Vorpommern,SK Schwerin,,,,13004,53.6215100516,11.4165299501
295,8267a233,3453,3,Niedersachsen,LK Cloppenburg,,,,3453,52.9110290194,7.90471393786
296,6aa201f4,3151,3,Niedersachsen,LK Gifhorn,,,,3151,52.5802562309,10.6041704601
297,6f897bb4,3255,3,Niedersachsen,LK Holzminden,,,,3255,51.8806325752,9.55140269027
298,6e4b1183,3355,3,Niedersachsen,LK Lüneburg,,,,3355,53.232575345,10.5732569229
299,f6802a0e,3256,3,Niedersachsen,LK Nienburg (Weser),,,,3256,52.6092228116,9.1143129274
300,6dcfc5ed,3155,3,Niedersachsen,LK Northeim,,,,3155,51.7425873324,9.84800893097
301,350cb6cf,3360,3,Niedersachsen,LK Uelzen,,,,3360,52.9836349419,10.5475810531
302,3043a04a,3460,3,Niedersachsen,LK Vechta,,,,3460,52.6602901512,8.22305794318
303,de4dc166,3462,3,Niedersachsen,LK Wittmund,,,,3462,53.5734137385,7.7061235505
304,881766e0,3402,3,Niedersachsen,SK Emden,,,,3402,53.3606790665,7.18158411476
305,8edca40b,3102,3,Niedersachsen,SK Salzgitter,,,,3102,52.124474442,10.3707262339
306,3b2ed615,5754,3,Nordrhein-Westfalen,LK Gütersloh,,,,5754,51.9317089342,8.35138605299
307,f493c9f0,5966,3,Nordrhein-Westfalen,LK Olpe,,,,5966,51.0861595881,7.97647726624
308,bbd25f37,5916,3,Nordrhein-Westfalen,SK Herne,,,,5916,51.5375332354,7.20855761523
309,c2c63e19,5117,3,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,,,,5117,51.4137814936,6.878461621
310,257e131e,5119,3,Nordrhein-Westfalen,SK Oberhausen,,,,5119,51.5131313527,6.84712049817
311,70e23c60,5124,3,Nordrhein-Westfalen,SK Wuppertal,,,,5124,51.2506036112,7.16893008228
312,b7732152,7335,3,Rheinland-Pfalz,LK Kaiserslautern,,,,7335,49.446222318,7.6849815727
313,bec56d79,7339,3,Rheinland-Pfalz,LK Mainz-Bingen,,,,7339,49.9220138826,8.07964875059
314,fcdba7e2,7141,3,Rheinland-Pfalz,LK Rhein-Lahn-Kreis,,,,7141,50.2632817442,7.84270993642
315,f2427346,7314,3,Rheinland-Pfalz,SK Ludwigshafen,,,,7314,49.4820876658,8.39684453576
316,1c4c126a,7316,3,Rheinland-Pfalz,SK Neustadt a.d.Weinstraße,,,,7316,49.3418758196,8.15228785937
317,49984439,15082,3,Sachsen-Anhalt,LK Anhalt-Bitterfeld,,,,15082,51.7954450255,12.1432020671
318,3e9f74af,15083,3,Sachsen-Anhalt,LK Börde,,,,15083,52.2207122989,11.3478384337
319,39f2b0b6,15087,3,Sachsen-Anhalt,LK Mansfeld-Südharz,,,,15087,51.5356901778,11.3563584729
320,b8b51bec,1058,3,Schleswig-Holstein,LK Rendsburg-Eckernförde,,,,1058,54.2896157359,9.78174206802
321,cfb22b7a,1059,3,Schleswig-Holstein,LK Schleswig-Flensburg,,,,1059,54.6190195643,9.48870921465
322,ee83959a,16052,3,Thüringen,SK Gera,,,,16052,50.8940170773,12.0826961871
323,ec94e56a,8135,3,Baden-Württemberg,LK Heidenheim,,,,8135,48.6622814605,10.182150425
324,ae20d2a8,9172,3,Bayern,LK Berchtesgadener Land,,,,9172,47.6984724021,12.9018660877
325,a94d16b1,9176,3,Bayern,LK Eichstätt,,,,9176,48.8980875603,11.3703873291
326,ac666cf1,9272,3,Bayern,LK Freyung-Grafenau,,,,9272,48.8268581711,13.513210064
327,43ce0b2f,9774,3,Bayern,LK Günzburg,,,,9774,48.3528138472,10.3811312115
328,d881e4cc,9477,3,Bayern,LK Kulmbach,,,,9477,50.1026420807,11.4822991401
329,ac020034,9676,3,Bayern,LK Miltenberg,,,,9676,49.7572905887,9.23471658769
330,404adf41,9574,3,Bayern,LK Nürnberger Land,,,,9574,49.4919039379,11.3694064626
331,ab0ba8e8,9276,3,Bayern,LK Regen,,,,9276,49.0228144148,13.0997637882
332,dc68f4bb,9673,3,Bayern,LK Rhön-Grabfeld,,,,9673,50.3713127519,10.2549075725
333,28f970b8,9461,3,Bayern,SK Bamberg,,,,9461,49.8872221328,10.8989362521
334,2c740c0a,9261,3,Bayern,SK Landshut,,,,9261,48.5446699826,12.1593416454
335,d3c500b4,12061,3,Brandenburg,LK Dahme-Spreewald,,,,12061,52.0423069298,13.8199407798
336,dd1e8886,12069,3,Brandenburg,LK Potsdam-Mittelmark,,,,12069,52.246294705,12.6891435021
337,94e4c511,6432,3,Hessen,LK Darmstadt-Dieburg,,,,6432,49.8555038512,8.79546987935
338,9760117f,6632,3,Hessen,LK Hersfeld-Rotenburg,,,,6632,50.90618961,9.7529324059
339,7e03b44a,6634,3,Hessen,LK Schwalm-Eder-Kreis,,,,6634,51.0237758195,9.3736523386
340,647989c6,3159,3,Niedersachsen,LK Göttingen,,,,3159,,
341,81871a98,3257,3,Niedersachsen,LK Schaumburg,,,,3257,52.2927923256,9.20656190484
342,22db0e8d,5915,3,Nordrhein-Westfalen,SK Hamm,,,,5915,51.6651743978,7.82358619294
343,b39a3125,7131,3,Rheinland-Pfalz,LK Ahrweiler,,,,7131,50.4675853221,7.04497643896
344,2a93609f,7132,3,Rheinland-Pfalz,LK Altenkirchen,,,,7132,50.750747657,7.74412525976
345,b01ee54b,7331,3,Rheinland-Pfalz,LK Alzey-Worms,,,,7331,49.759441395,8.15718502019
346,b4f7f53c,7135,3,Rheinland-Pfalz,LK Cochem-Zell,,,,7135,50.1328800059,7.17431996528
347,5e108467,7333,3,Rheinland-Pfalz,LK Donnersbergkreis,,,,7333,49.631983052,7.9150113274
348,2e7a70e8,7336,3,Rheinland-Pfalz,LK Kusel,,,,7336,49.5498108558,7.47132028218
349,c9c25def,7338,3,Rheinland-Pfalz,LK Rhein-Pfalz-Kreis,,,,7338,49.416649982,8.36068108599
350,597d407e,7337,3,Rheinland-Pfalz,LK Südliche Weinstraße,,,,7337,49.1903823441,8.04807600445
351,83eaedfe,7211,3,Rheinland-Pfalz,SK Trier,,,,7211,49.762938832,6.65505102152
352,d59e3f1e,10046,3,Saarland,LK Sankt Wendel,,,,10046,49.5195731082,7.1004332453
353,f9918d3e,14730,3,Sachsen,LK Nordsachsen,,,,14730,51.4728650798,12.7793967591
354,e463ac08,14524,3,Sachsen,LK Zwickau,,,,14524,50.750774796,12.5258055075
355,d0911583,15081,3,Sachsen-Anhalt,LK Altmarkkreis Salzwedel,,,,15081,52.6800481605,11.2270452746
356,d7fcd19a,15085,3,Sachsen-Anhalt,LK Harz,,,,15085,51.8212958888,10.9585438222
357,c98a24c2,15091,3,Sachsen-Anhalt,LK Wittenberg,,,,15091,51.8201400674,12.7015882396
358,b10357c7,1054,3,Schleswig-Holstein,LK Nordfriesland,,,,1054,54.6095639996,8.88688779292
359,abb2c78e,16073,3,Thüringen,LK Saalfeld-Rudolstadt,,,,16073,50.637797959,11.3091162493
360,c2c30240,16066,3,Thüringen,LK Schmalkalden-Meiningen,,,,16066,50.6307076864,10.4050434075
361,af86d45a,9476,3,Bayern,LK Kronach,,,,9476,50.3279632281,11.3720466405
362,483ef95d,9478,3,Bayern,LK Lichtenfels,,,,9478,50.1093305037,11.1169215721
363,44c7a3f3,9374,3,Bayern,LK Neustadt a.d.Waldnaab,,,,9374,49.6865828841,12.0982574415
364,2db6663d,9361,3,Bayern,SK Amberg,,,,9361,49.4509277374,11.8453726034
365,5ad53a6e,9764,3,Bayern,SK Memmingen,,,,9764,47.9787874869,10.1630276762
366,e2219fb0,6533,3,Hessen,LK Limburg-Weilburg,,,,6533,50.4274703547,8.19943723806
367,3fdbf629,6411,3,Hessen,SK Darmstadt,,,,6411,49.88144614,8.66468155462
368,ec06c333,13076,3,Mecklenburg-Vorpommern,LK Ludwigslust-Parchim,,,,13076,53.4500470376,11.5341416118
369,84ac60d8,3153,3,Niedersachsen,LK Goslar,,,,3153,51.8746771574,10.400392667
370,10fa6d3e,3358,3,Niedersachsen,LK Heidekreis,,,,3358,52.9283300914,9.76941135878
371,1ac8f57b,3154,3,Niedersachsen,LK Helmstedt,,,,3154,52.2607443342,10.8888387183
372,83c1a4c1,3157,3,Niedersachsen,LK Peine,,,,3157,52.3041913284,10.2552878088
373,f9db949d,3103,3,Niedersachsen,SK Wolfsburg,,,,3103,52.4107473932,10.7848707661
374,fbf43f6d,7318,3,Rheinland-Pfalz,SK Speyer,,,,7318,49.3297181375,8.43501974938
375,94095887,14521,3,Sachsen,LK Erzgebirgskreis,,,,14521,50.6088984202,12.9450724745
376,0d00093d,14522,3,Sachsen,LK Mittelsachsen,,,,14522,50.9558166403,13.1375068135
377,4ef58020,15086,3,Sachsen-Anhalt,LK Jerichower Land,,,,15086,52.2607898277,12.0265188373
378,ea44f08b,1061,3,Schleswig-Holstein,LK Steinburg,,,,1061,53.9289451889,9.51938189615
379,acdf0397,16077,3,Thüringen,LK Altenburger Land,,,,16077,50.9564246614,12.3991313423
380,5ca797e3,16061,3,Thüringen,LK Eichsfeld,,,,16061,51.3836491981,10.2534853921
381,c5aec659,16062,3,Thüringen,LK Nordhausen,,,,16062,51.5022779756,10.7309067397
382,07e030af,16054,3,Thüringen,SK Suhl,,,,16054,50.611602852,10.6881775642
383,dfec20d5,9473,3,Bayern,LK Coburg,,,,9473,50.267889506,10.9423260473
384,b7dc5bc4,9185,3,Bayern,LK Neuburg-Schrobenhausen,,,,9185,48.6644203317,11.197210668
385,e48e319e,6437,3,Hessen,LK Odenwaldkreis,,,,6437,49.6715861652,8.97952523934
386,f96020e3,5762,3,Nordrhein-Westfalen,LK Höxter,,,,5762,51.6849407394,9.17809149846
387,b6b14b65,7235,3,Rheinland-Pfalz,LK Trier-Saarburg,,,,7235,49.6964711338,6.69519559648
388,6c26e6e5,7313,3,Rheinland-Pfalz,SK Landau i.d.Pfalz,,,,7313,49.2244938821,8.05060075998
389,8cf30ffb,7319,3,Rheinland-Pfalz,SK Worms,,,,7319,49.6494455343,8.32452863106
390,bc1e570d,1001,3,Schleswig-Holstein,SK Flensburg,,,,1001,54.7849933768,9.43852835486
391,b5c432d6,16067,3,Thüringen,LK Gotha,,,,16067,50.9106605802,10.6937627152
392,dbd83301,16076,3,Thüringen,LK Greiz,,,,16076,50.7484595538,12.0740705739
393,b2a9f6cf,16063,3,Thüringen,LK Wartburgkreis,,,,16063,50.8858017017,10.2107039491
394,9984a50c,16053,3,Thüringen,SK Jena,,,,16053,50.9242638034,11.5870112529
395,30202bce,9571,3,Bayern,LK Ansbach,,,,9571,49.2481645834,10.4681333941
396,3f39c9cb,9479,3,Bayern,LK Wunsiedel i.Fichtelgebirge,,,,9479,50.0901405328,12.0418721069
397,293b1a8f,9561,3,Bayern,SK Ansbach,,,,9561,49.2921846581,10.56366943
398,f8e85377,12051,3,Brandenburg,SK Brandenburg a.d.Havel,,,,12051,52.4027150878,12.5193337833
399,7a0739ab,14523,3,Sachsen,LK Vogtlandkreis,,,,14523,50.4567929391,12.2349996186
400,c6f71194,9463,3,Bayern,SK Coburg,,,,9463,50.2639516155,10.9644386599
401,900dd566,6636,3,Hessen,LK Werra-Meißner-Kreis,,,,6636,51.190756376,9.92890620729
402,0208a21f,13074,3,Mecklenburg-Vorpommern,LK Nordwestmecklenburg,,,,13074,53.8215122283,11.2521094692
403,c3f0c5aa,7134,3,Rheinland-Pfalz,LK Birkenfeld,,,,7134,49.7125403895,7.27765459793
404,8858431a,7340,3,Rheinland-Pfalz,LK Südwestpfalz,,,,7340,49.2082747366,7.65886718981
405,be8d1454,15090,3,Sachsen-Anhalt,LK Stendal,,,,15090,52.6967781735,11.8395343529
406,18489f8b,15001,3,Sachsen-Anhalt,SK Dessau-Roßlau,,,,15001,51.8537380889,12.2310559599
407,cc74a382,1004,3,Schleswig-Holstein,SK Neumünster,,,,1004,54.0811244365,9.98448195474
408,2ccd636c,16064,3,Thüringen,LK Unstrut-Hainich-Kreis,,,,16064,51.185238708,10.551795561
409,45bca6a2,16071,3,Thüringen,LK Weimarer Land,,,,16071,50.9715719951,11.3735532667
410,37298312,9171,3,Bayern,LK Altötting,,,,9171,48.2098044272,12.7052826752
411,5ebffef1,9183,3,Bayern,LK Mühldorf a.Inn,,,,9183,48.2393145242,12.3818280217
412,b274f56c,9662,3,Bayern,SK Schweinfurt,,,,9662,50.0470080022,10.2208919522
413,bdd90163,12070,3,Brandenburg,LK Prignitz,,,,12070,53.1093267277,11.9618269267
414,24d050d9,12073,3,Brandenburg,LK Uckermark,,,,12073,53.2059030724,13.8612986206
415,16e6325b,12053,3,Brandenburg,SK Frankfurt (Oder),,,,12053,52.3247630784,14.4903487489
416,8882a7f8,12054,3,Brandenburg,SK Potsdam,,,,12054,52.4261784936,13.0285491746
417,137eb950,3158,3,Niedersachsen,LK Wolfenbüttel,,,,3158,52.1269975166,10.583953795
418,ddaa9e8c,9773,3,Bayern,LK Dillingen a.d.Donau,,,,9773,48.5964037974,10.527764168
419,b1f02102,9462,3,Bayern,SK Bayreuth,,,,9462,49.9377427404,11.5846727854
420,aa19b810,12068,3,Brandenburg,LK Ostprignitz-Ruppin,,,,12068,52.9914230426,12.6359589515
421,474490dc,3461,3,Niedersachsen,LK Wesermarsch,,,,3461,53.357641762,8.38864623114
422,194c2115,3354,3,Niedersachsen,LK Lüchow-Dannenberg,,,,3354,53.0198717176,11.1229198942
423,6b4b22fc,7317,3,Rheinland-Pfalz,SK Pirmasens,,,,7317,49.1971270853,7.59436316477
424,257b2f47,16068,3,Thüringen,LK Sömmerda,,,,16068,51.1578080643,11.1547511823
425,de02e49c,7320,3,Rheinland-Pfalz,SK Zweibrücken,,,,7320,49.2481606938,7.36539388964
426,527c1fd1,16069,3,Thüringen,LK Hildburghausen,,,,16069,50.4340027482,10.7340904102
427,dcb5f718,16072,3,Thüringen,LK Sonneberg,,,,16072,50.4146305494,11.1329526551
